_id,hospital_name,text
65e6774b8bc6fa3848549de2,나비에스한의원,꼼꼼하고 친절한 진료 감사했습니다.\n몸에 이상이 있을 때 다시 방문하도록 할게요
65e6774b8bc6fa3848549de3,나비에스한의원,디스크 때문에 추나치료 받으러 갔는데 확실히 추나하고나니 통증이 많이 줄었어요 감사합니다.
65e6774b8bc6fa3848549de4,나비에스한의원,"원장님, 직원분들이 진심인 곳. 친철하시고 잘해주심"
65e6774b8bc6fa3848549de5,나비에스한의원,다들 친절하시고 편하게 치료 잘 해주셔서 좋았어요
65e6774b8bc6fa3848549de6,나비에스한의원,전에 방문했었는데 효과가 괜찮은거같아서 재방문했네요 여전히 잘해주십니다
65e6774b8bc6fa3848549de7,나비에스한의원,원장님 인상이 참 좋으세요 친절 하셔서 치료 잘 받았네요
65e6774b8bc6fa3848549de8,나비에스한의원,한의원 많이 다녀봤는데 확실히 편하게 치료를 받고 나온 느낌이네요 또 방문할게요
65e6774b8bc6fa3848549de9,나비에스한의원,나비에스 진료 잘 봐준다고 들어서 가봤는데 잘 봐주시네요
65e6774b8bc6fa3848549dea,나비에스한의원,목이 아파서 방문했는데 쎔 실력이 보통이 아니시네요 경력 오래되셔서 그런가봐요
65e6774b8bc6fa3848549deb,나비에스한의원,지인추천으로 가봤는데 제대로 잘 봐주시는거같네요 또 방문할게요
65e6774b8bc6fa3848549dec,나비에스한의원,만족스럽게 잘 다녀왔어요 원장님이 많이 친절하시네요
65e6774b8bc6fa3848549ded,나비에스한의원,몸이 아파서 진료를 받았는데 확실히 도움이 되네요 진료 잘 받았어요
65e6774b8bc6fa3848549dee,나비에스한의원,친절하다고해서 찾아가봤는데 확실히 분위기가 좋긴 좋네요 진료도 잘 봐주시고
65e6774b8bc6fa3848549def,나비에스한의원,또 진료를 받게 될지도 모르겠지만 다음에도 나비에스로 방문할게요 진료 잘 받았어요
65e6774b8bc6fa3848549df0,나비에스한의원,지인에게 추천받아서 갔는데 추천해준 이유를 알겠더라고요 진료 진짜 잘 봐주시네요
65e6774c8bc6fa3848549df1,나비에스한의원,원자인ㅁ이랑 간호사분들 다 친절하세요 편한 곳
65e6774c8bc6fa3848549df2,나비에스한의원,실력 좋으신거같네요 불편함곳이 한결 편해졌어요
65e6774c8bc6fa3848549df3,나비에스한의원,다른곳은 모르지만 여기 원장님 엄청 친절하시네요
65e6774c8bc6fa3848549df4,나비에스한의원,평이 괜찮아서 진료 받았는데 마음편히 진료 받고 왔네요
65e6774c8bc6fa3848549df5,나비에스한의원,진료 잘 받고 왔어요 원장님 친절하시고 직원분들도 친절하셔서 편하게 받고 왔네요
65e6774c8bc6fa3848549df6,나비에스한의원,한의원 원장님 친절하시고 디테일하게 이리저리 확인해보시는데 환자로써 믿음이 가고 좋아요\n그리고.. 원장님 외모가 너무 멋있으세요 ㅎㅎ
65e6774c8bc6fa3848549df7,나비에스한의원,자주 방문하는곳 너무 친절하고 과잉진료도 없어요
65e6774c8bc6fa3848549df8,나비에스한의원,넘 친절하고 좋아요
65e6774c8bc6fa3848549df9,나비에스한의원,굿
65e6774c8bc6fa3848549dfa,나비에스한의원,친절하고 꼼꼼하십니다
65e6774c8bc6fa3848549dfb,나비에스한의원,무릎아파서 오랜만에 재방문했는데 역시 원장님 꼼꼼히 설명해주시고 치료해 주셨어요.
65e6774c8bc6fa3848549dfc,나비에스한의원,한의원 첫 방문이라 비교대상은 없지만 괜찮았어요~\n일주일간 안낫던 담이 오늘은 조금 낫네요 ㅋㅋㅋ
65e6774c8bc6fa3848549dfd,나비에스한의원,만족합니다
65e6774c8bc6fa3848549dfe,나비에스한의원,첫 방문 대기 시간이 길더군요..;;
65e6774c8bc6fa3848549dff,나비에스한의원,만족합니다^^전반적으로 다들친절하세요.\n한달다이어트끊었는데 기대해봅니다ㅎ
65e6774c8bc6fa3848549e00,나비에스한의원,침치료와 물리치료를 한번에 받을 수 있어 좋습니다. 다만 예약을 하고 갔는데도 대기시간이 있어서 점심시간이 빠듯하네요. 진료시간을 넉넉하게 생각하고 방문해야 할 것 같아요.
65e6774c8bc6fa3848549e01,나비에스한의원,설명도 자세히 해주시고 치료도 잘해주셔서 하루만에 통증이 사라져서 깜짝 놀랐어요. 앞으로 한의원 갈 일 있으면 여기로 다닐꺼 같아요.
65e6774d8bc6fa3848549e02,나비에스한의원,"추천받고갔는데\n한의사님 진료도 착착(?) 잘봐주시고 \n내가 이해 못해서 계속 질문했는데 귀찮아하는거 없이 되게 디테일하고 친절하게 설명잘해주심\n일하는 간호사님들도 되게 친절함\n무릎치료라서 누워있으니 허리가 떠있게돼서 뻐근하게 아파와서 말하니까 받칠꺼주고 베개가 높아서 빼고 그냥 누워있었더니 잠시 보러왔을 때 캐치하고는 낮은 베개 가져다주시고 침무서워서 쫄려하니까 웃으면서 진정(?)시켜주시고\n사실 풀어쓰고나니 되게 간단하고 쉬운일인데, 이렇게 해주는 병원은 거의 본적 없는 듯해서 진짜 감동(?)받았당.\n감사합니다. 병원을 또 가고 싶게 해주시네요."
65e6774d8bc6fa3848549e03,나비에스한의원,일하다가 갑자기 허리통증이 심해져서 방문했는데 효과도 만족하고 무엇보다 너무 친절하세요 ^^
65e6774d8bc6fa3848549e04,나비에스한의원,병원 깨끗하고 시술 상담 모두 좋았습니다
65e6774d8bc6fa3848549e05,나비에스한의원,목이 아파서 방문했었는데 샘 실력이 월등하신가봅니다. 그 다음날은 많이 풀려서 목 스트레칭 할때 편해졌습니다. 감사합니다^^
65e6774d8bc6fa3848549e06,나비에스한의원,친절한 진료랑 꼼꼼한 상담 감사했어요~ \n\n몸 이상 있을때마다 진료하러 오겠습니다
65e6774d8bc6fa3848549e07,나비에스한의원,편안하게 진료 잘 받았습니다. 다음에 허리 또 아프면 방문할께여
65e6774d8bc6fa3848549e08,나비에스한의원,원장님 정말 친절하시고 침치료받고 온날은 잠도 잘오고 정말 좋습니다 !!
65e6774d8bc6fa3848549e09,나비에스한의원,진료 아주 잘받았습니다. 원장님과 직원분들 너무 친절하셔서 기분이 좋게 시술 받고 갑니다
65e6774d8bc6fa3848549e0a,나비에스한의원,일하다가 갑자기 허리통증화서 회사 근처 잘하는 한의원 검색하다가 알게되서 방문했는데\n\n꼼꼼하게 진료도 잘봐주시고 무엇보다 통증이 거짓말 처럼 없어졌어요 ㅎ
65e6774d8bc6fa3848549e0b,나비에스한의원,원장님 실력 정말 좋으세요~ 목 결렸던게 싹 없어졌네요 ㅎ 감사합니다
65e6774d8bc6fa3848549e0c,나비에스한의원,대기시간 없이 편안하게 진료 받고 왔습니다\n\n다음에 또 올께요 ^^~
65e6774d8bc6fa3848549e0d,나비에스한의원,원장님 덕분에 어깨가 한결 가벼워진것 같아요~ 감사합니다
65e6774d8bc6fa3848549e0e,나비에스한의원,발목 접질러서 한의원 알아보다가 집사람이 나비에스 가보라고 해서 갔는데 역시 치료도 좋았고 원장님 친절진료에 너무 기분이 좋았습니다
65e6774d8bc6fa3848549e0f,나비에스한의원,원장님 추나는 정말 시원하고 좋네요 ^^~ \n\n덕분에 아픈허리에 도움이 많이 됐습니다
65e6774d8bc6fa3848549e10,나비에스한의원,빠른 예약이랑 상담 그리고 직원분들 너무 친절하게 응대해주셨네요 ~ ㅎ
65e6774d8bc6fa3848549e11,나비에스한의원,추석때 집안일을 많이해서 목 어깨가 아팠는데 진료를 잘봐주셔서 한결 좋아졌습니다~\n내일 또 뵐께요 ^^
65e6774d8bc6fa3848549e12,나비에스한의원,탈모가 좀 심해져서 친구소개로 방문했는데 검사도 정말 꼼꼼하게 해주셨고 어떤 원인에 의해서 탈모가 생기는지도\n쉽게 잘 설명해주셨네요~\n탈모완치되는 그날까지 잘 부탁드립니다
65e6774e8bc6fa3848549e13,나비에스한의원,예약도 빠르고 진료도 빠르고 만족합니다^^\n다음에도 다시 방문 할께요 \n해피추석
65e6774e8bc6fa3848549e14,나비에스한의원,직장 동료 소개로 처음갔는데 원장님 꼼꼼하게 잘해주셨네요~ 덕분에 허리통증 많이 좋아졌습니다 감사합니다
65e677c9b06d784d33eb53c0,경희참한의원,
65e677c9b06d784d33eb53c1,경희참한의원,진료 잘해요
65e677c9b06d784d33eb53c2,경희참한의원,친절하고 치료도 잘해줘요
65e677c9b06d784d33eb53c3,경희참한의원,모든분이 친절하시고 잘해주시네요..
65e677c9b06d784d33eb53c4,경희참한의원,친절하고 치료도 깔끔하니 좋네요
65e677c9b06d784d33eb53c5,경희참한의원,깔끔하고 친절해서 좋아요
65e677c9b06d784d33eb53c6,경희참한의원,친절해요
65e677c9b06d784d33eb53c7,경희참한의원,좋아요
65e677c9b06d784d33eb53c8,경희참한의원,직장인들 다니기에좋아요 \n점심 시간 2시30분 부터니 회사다니는분들 점심시간에 진료도가능해서 좋았습니다!
65e677cab06d784d33eb53c9,경희참한의원,👍 👍 👍 👍 👍
65e677cab06d784d33eb53ca,경희참한의원,치료 좋음
65e677cab06d784d33eb53cb,경희참한의원,친절해요
65e677cab06d784d33eb53cc,경희참한의원,회사랑 가까워서 좋아요
65e677cab06d784d33eb53cd,경희참한의원,친절하세요!!
65e677cab06d784d33eb53ce,경희참한의원,친절해요
65e677cab06d784d33eb53cf,경희참한의원,완전 좋아요!!
65e677cab06d784d33eb53d0,경희참한의원,친절해요
65e677cab06d784d33eb53d1,경희참한의원,좋아요
65e677cab06d784d33eb53d2,경희참한의원,원장밈 실력좋은신거 같아요
65e677cab06d784d33eb53d3,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cab06d784d33eb53d4,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cab06d784d33eb53d5,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cab06d784d33eb53d6,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cab06d784d33eb53d7,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53d8,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53d9,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53da,경희참한의원,시설이 깔끔하고 친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53db,경희참한의원,시설이 깔끔하고 원장님 침 잘 놔주시고 친절합니다~
65e677cbb06d784d33eb53dc,경희참한의원,시설이 깔끔하고 원장님 침 잘 놔주시고 친절합니다~
65e677cbb06d784d33eb53dd,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53de,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53df,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e0,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e1,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e2,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e3,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e4,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e5,경희참한의원,친절하고 치료를 잘해주세요
65e677cbb06d784d33eb53e6,경희참한의원,친절하세요 치료도 잘해주세요
65e677cbb06d784d33eb53e7,경희참한의원,엄청 친절해요
65e677ccb06d784d33eb53e8,경희참한의원,엄청 친절해요
65e677ccb06d784d33eb53e9,경희참한의원,친절해요
65e677ccb06d784d33eb53ea,경희참한의원,친절해요
65e677ccb06d784d33eb53eb,경희참한의원,굿
65e677ccb06d784d33eb53ec,경희참한의원,굿
65e677ccb06d784d33eb53ed,경희참한의원,굿
65e677ccb06d784d33eb53ee,경희참한의원,친절하고 진료 아주 잘합니다
65e677ccb06d784d33eb53ef,경희참한의원,선생님 친절하고 좋아요
65e677ccb06d784d33eb53f0,경희참한의원,친절해요
65e677ccb06d784d33eb53f1,경희참한의원,친절해요
65e677ccb06d784d33eb53f2,경희참한의원,원장님과 직원분들 모두 친절하고 진료도 잘 봐주셨어요 ㅎㅎ\n편안하게 치료받았습니다!
65e677ccb06d784d33eb53f3,경희참한의원,"원장님, 간호사 선생님 모두 너무 친절하시구 덕분에 아팠던 곳이 많이 좋아져서 또 방문하려구요^^ 감사합니다"
65e677ccb06d784d33eb53f4,경희참한의원,친절하고 괜찮았어요
65e677ccb06d784d33eb53f5,경희참한의원,원장님 친절하시고 간호사분들도 친절했습니다! 피로도 풀리고 좋아요
65e677ccb06d784d33eb53f6,경희참한의원,친절하고 좋아요
65e677cdb06d784d33eb53f7,경희참한의원,친절해요
65e677cdb06d784d33eb53f8,경희참한의원,친절해요
65e677cdb06d784d33eb53f9,경희참한의원,선생님과 간호사 샘 모두 친절하십니다.
65e677cdb06d784d33eb53fa,경희참한의원,굿
65e677cdb06d784d33eb53fb,경희참한의원,굿
65e677cdb06d784d33eb53fc,경희참한의원,굿
65e677cdb06d784d33eb53fd,경희참한의원,좋아요
65e677cdb06d784d33eb53fe,경희참한의원,친절하세여
65e677cdb06d784d33eb53ff,경희참한의원,친절하세여
65e677cdb06d784d33eb5400,경희참한의원,친절하시고 좋아요. 근데 저한테는 침치료가 잘 안맞는 것 같애서 아쉬워요.
65e677cdb06d784d33eb5401,경희참한의원,친절하십니다
65e677cdb06d784d33eb5402,경희참한의원,굳
65e677cdb06d784d33eb5403,경희참한의원,좋아요
65e677cdb06d784d33eb5404,경희참한의원,원장님을 비롯해 다른 직원분들도 친절하셨고 진료도 잘 보셨습니당
65e677cdb06d784d33eb5405,경희참한의원,.
65e677cdb06d784d33eb5406,경희참한의원,.
65e677ceb06d784d33eb5407,경희참한의원,회사에서 아플때 마다 예약하고 내려가는데 원장님 정말 친절하시고 좋으세요!!!!!\n선생님들도 다 너무 친절하세요 최고최고!!!!!!!!!!
65e677ceb06d784d33eb5408,경희참한의원,좋아요
65e677ceb06d784d33eb5409,경희참한의원,깨끗하고~~~ 다들 친절하시고 얼릉 나았으면 좋겠어요 ㅠㅠ
65e677ceb06d784d33eb540a,경희참한의원,좋아요
65e677ceb06d784d33eb540b,경희참한의원,좋아요
65e677ceb06d784d33eb540c,경희참한의원,좋아요
65e677ceb06d784d33eb540d,경희참한의원,좋아요
65e677ceb06d784d33eb540e,경희참한의원,좋아요
65e677ceb06d784d33eb540f,경희참한의원,친절하고 진료도 잘 봐요
65e677ceb06d784d33eb5410,경희참한의원,좋아요
65e677ceb06d784d33eb5411,경희참한의원,친절하고 좋아요
65e677ceb06d784d33eb5412,경희참한의원,좋아요
65e677ceb06d784d33eb5413,경희참한의원,좋아요
65e677ceb06d784d33eb5414,경희참한의원,좋아요
65e677ceb06d784d33eb5415,경희참한의원,좋아요
65e677ceb06d784d33eb5416,경희참한의원,좋아요
65e677cfb06d784d33eb5417,경희참한의원,굿
65e677cfb06d784d33eb5418,경희참한의원,깨끗하고 원장님이랑 간호사분들 모두 친절합니다
65e677cfb06d784d33eb5419,경희참한의원,좋아요
65e677cfb06d784d33eb541a,경희참한의원,좋아요
65e677cfb06d784d33eb541b,경희참한의원,좋아요
65e677cfb06d784d33eb541c,경희참한의원,좋아요
65e677cfb06d784d33eb541d,경희참한의원,좋아요
65e677cfb06d784d33eb541e,경희참한의원,좋아요
65e677cfb06d784d33eb541f,경희참한의원,좋습니다~
65e677cfb06d784d33eb5420,경희참한의원,좋아요~~
65e677cfb06d784d33eb5421,경희참한의원,좋아요~
65e677cfb06d784d33eb5422,경희참한의원,좋아요
65e677cfb06d784d33eb5423,경희참한의원,좋아요~
65e677cfb06d784d33eb5424,경희참한의원,좋아요
65e677cfb06d784d33eb5425,경희참한의원,접수해 주시는 분 간호사 선생님 원장님 모두 친절하시고 신식 시설이라 늘 편하게 다녀옵니당 외출복 입고 가도 환복 가운 주셔서 좋아요
65e677cfb06d784d33eb5426,경희참한의원,친절하고 깔끔하고 좋아요~
65e677d0b06d784d33eb5427,경희참한의원,좋아요
65e677d0b06d784d33eb5428,경희참한의원,글쎄요 ᆢ
65e677d0b06d784d33eb5429,경희참한의원,별로..
65e677d0b06d784d33eb542a,경희참한의원,굿굿
65e677d0b06d784d33eb542b,경희참한의원,"되게 친절하시고 다른 곳보다 치료 종류도 다양하고, 세밀하게 진단해주세요 ◡̈"
65e677d0b06d784d33eb542c,경희참한의원,ㅎㅎ
65e677d0b06d784d33eb542d,경희참한의원,직원들 친절하고 원장님도 친절해요!독산동에서 최고인듯.. 통증치료 할때 약침이랑 같이하니 빨리낳아요~ 최고입니다.^^
65e677d0b06d784d33eb542e,경희참한의원,굿
65e677d0b06d784d33eb542f,경희참한의원,"의사샘 및 직원들 모두 친절하세요! 병원도 쾌적하고, 물리치료 받으러 누워있다보면 코고는 소리도 들려요 ㅋㅋㅋㅋ 그만큼 다들 시원하게 받고 있은거겠죠? \n\n전 목, 어깨 등 통증으로 방문했는데 마사지 받은거처럼 몸이 개운하네요. 왕따봉👍"
65e677d0b06d784d33eb5430,경희참한의원,직원분들 모두 친절해요
65e677d0b06d784d33eb5431,경희참한의원,굿
65e677d0b06d784d33eb5432,경희참한의원,굿
