_id,disease_number,dise_name,KCD_code,sanjung_code,support_content
65dea0880dc299f1601720dc,1262,10번 염색체 장완의 결손 증후군\n10q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea08a0dc299f1601720de,1261,10번 염색체 장완의 중복 증후군\n10q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea08d0dc299f1601720e0,1260,10장완 말단 삼염색체 증후군\nDistal 10q trisomy syndrome,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea08f0dc299f1601720e2,1259,11번 염색체 장완의 말단부 삼염색체증\nDistal trisomy 11q,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0910dc299f1601720e4,1258,11번 염색체 장완의 중복 증후군\n11q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0930dc299f1601720e6,1257,12번 염색체 단완 13 부분의 미세중복\n12p13 microduplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0950dc299f1601720e8,1256,12번 염색체 단완의 중복 증후군\n12p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0970dc299f1601720ea,1255,12번 염색체 장완 13 부분의 미세중복\n12q13 microduplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0990dc299f1601720ec,1254,12번 염색체 장완의 결손 증후군\n12q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea09b0dc299f1601720ee,1253,12번 염색체 장완의 중복 증후군\n12q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea09f0dc299f1601720f0,1252,13번 염색체 장완 12.3 부분의 미세결손 증후군\n13q12.3 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0a10dc299f1601720f2,1251,13번 염색체 장완 21-22 부분의 결손\n13q21-22 deletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0a30dc299f1601720f4,1250,13번 염색체 장완의 말단부 단일염색체증\nDistal monosomy 13q,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0a50dc299f1601720f6,1249,13번 염색체 장완의 부분 결손\nPartial deletion of the long arm of chromosome 13,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0a70dc299f1601720f8,1248,"13삼염색체증, 감수분열비분리\nTrisomy 13, meiotic nondisjunction",KCD코드 : Q91.4,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0a90dc299f1601720fa,1247,"13삼염색체증, 섞임증형(유사분열비분리)\nTrisomy 13, mosaicism (mitotic nondisjunction)",KCD코드 : Q91.5,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0ab0dc299f1601720fc,1246,"13삼염색체증, 전위\nTrisomy 13, translocation",KCD코드 : Q91.6,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0ad0dc299f1601720fe,1245,13삼염색체증후군\nTrisomy 13 Syndrome,KCD코드 : Q91.7,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0af0dc299f160172100,1244,14번 염색체 장완 24.2-31.1 부분의 미세결손\n14q24.2q31.1 microdeletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0b10dc299f160172102,1243,14번 염색체 장완 말단부의 단일염색체증\nDistal monosomy 14q,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0b50dc299f160172104,1242,14번 염색체 장완의 결손 증후군\n14q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0b70dc299f160172106,1241,15 장완13.3 미세결손 증후군\n15q13.3 microdeletion syndrome,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0b90dc299f160172108,1240,15번 고리모양 염색체\nRing chromosome 15,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0bb0dc299f16017210a,1239,15번 염색체 장완의 결손 증후군\n15q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0bd0dc299f16017210c,1238,15번 염색체 장완의 중복 증후군\n15q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0bf0dc299f16017210e,1237,15장완 사염색체(증)(쌍중심절 15번 염색체 증후군)\nTetrasomy 15q (isodicentric 15 chromosome syndrome),KCD코드 : Q93.2,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0c10dc299f160172110,1236,15장완11-13 미세중복 증후군\n15q11q13 microduplication syndrome,KCD코드 : Q92.3,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0c30dc299f160172112,1235,15장완11.2 미세결손 증후군\n15q11.2 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0c50dc299f160172114,1234,16단완11.2 미세중복\n16p 11.2 microduplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0c70dc299f160172116,1233,16번 염색체 단완의 11-12 부분의 미세결손 증후군\n16p11p12 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0cb0dc299f160172118,1232,16번 염색체 단완의 결손\nDeletion of short arm of chromosome 16,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0cd0dc299f16017211a,1231,16번 염색체 단완의 결손 증후군\n16p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0cf0dc299f16017211c,1230,16번 염색체 단완의 중복 증후군\n16p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0d10dc299f16017211e,1229,16번 염색체 장완의 결손 증후군\n16q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0d30dc299f160172120,1228,16번 염색체 장완의 중복\n16q duplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0d50dc299f160172122,1227,17단완13.3 미세중복\n17p 13.3 microduplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0d70dc299f160172124,1226,17번 염색체 단완 13.1 부분의 미세결손 증후군\nDistal 17p13.1 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0d90dc299f160172126,1225,17번 염색체 단완 13.3 부분의 미세결손 증후군\nDistal 17p13.3 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0db0dc299f160172128,1224,17번 염색체 장완 21.31 부분의 미세중복 증후군\n17q21.31 microduplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0de0dc299f16017212a,1223,17번 염색체 장완 25.1 부분의 중복 증후군\n17q25.1 duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0e10dc299f16017212c,1222,17번 염색체 장완의 결손 증후군\n17q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0e30dc299f16017212e,1221,17번 염색체 장완의 중복 증후군\n17q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0e50dc299f160172130,1220,18 단완 염색체 결손\n18 short arm chromosome Deletion,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0e70dc299f160172132,1219,18번 고리모양 염색체\nRing chromosome 18,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0e90dc299f160172134,1218,18번 염색체 단완의 사염색체증\nTetrasomy 18p,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0eb0dc299f160172136,1217,18번 염색체 장완의 결손 증후군\n18q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0ed0dc299f160172138,1216,18번 염색체 장완의 중복 증후군\n18q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0ef0dc299f16017213a,1215,"18삼염색체증, 감수분열비분리\nTrisomy 18, meiotic nondisjunction",KCD코드 : Q91.0,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0f20dc299f16017213c,1214,"18삼염색체증, 섞임증형(유사분열비분리)\nTrisomy 18, mosaicism (mitotic nondisjunction)",KCD코드 : Q91.1,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0f40dc299f16017213e,1213,"18삼염색체증, 전위\nTrisomy 18, translocation",KCD코드 : Q91.2,산정특례코드 : V160,지원구분 : 의료비(급여부분)
65dea0f70dc299f160172140,1212,18장완 말단부 결손 증후군\n18q distal deletion syndrome,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0f90dc299f160172142,1211,18장완단일염색체증\n18q monosomy,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea0fb0dc299f160172144,1210,19번 염색체 단완 13.3 부분의 중복\n19p13.3 duplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0fd0dc299f160172146,1209,19번 염색체 단완의 결손 증후군\n19p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea0ff0dc299f160172148,1208,1단완36 미세결손증후군\n1p36 Microdeletion Syndrome,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1010dc299f16017214a,1207,1번 염색체 단완 31-32 부분의 미세결손\n1p31-1p32 microdeletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1040dc299f16017214c,1206,1번 염색체 단완의 결손 증후군\n1p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1060dc299f16017214e,1205,1번 염색체 단완의 중복 증후군\n1p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1080dc299f160172150,1204,1번 염색체 장완 21.1 부분의 중복 증후군\n1q21.1 duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea10a0dc299f160172152,1203,1번 염색체 장완 21.3 부분의 미세결손 증후군\n1q21.3 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea10d0dc299f160172154,1202,1번 염색체 장완 44부분의 미세결손 증후군\n1q44 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea10f0dc299f160172156,1201,1번 염색체 장완의 21.1 부분의 미세결손 증후군\n1q21.1 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1110dc299f160172158,1200,20번 염색체 단완의 결손 증후군\n20p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1140dc299f16017215a,1199,20번 염색체 단완의 삼염색체증\nTrisomy 20p,KCD코드 : Q92.8,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1160dc299f16017215c,1198,20번 염색체 장완의 말단부 삼염색체증\nDistal trisomy 20q,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1180dc299f16017215e,1197,21-수산화효소결핍\n21-Hydroxylase deficiency,KCD코드 : E25.0,산정특례코드 : V115,지원구분 : 의료비(급여부분)
65dea11a0dc299f160172160,1196,21번 염색체 장완의 결손 증후군\n21q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea11c0dc299f160172162,1195,21삼염색체증 NOS\nTrisomy 21 NOS,KCD코드 : Q90.9,산정특례코드 : V159,지원구분 : 의료비(급여부분)
65dea11e0dc299f160172164,1194,"21삼염색체증, 감수분열비분리\nTrisomy 21, meiotic nondisjunction",KCD코드 : Q90.0,산정특례코드 : V159,지원구분 : 의료비(급여부분)
65dea1200dc299f160172166,1193,"21삼염색체증, 섞임증형(유사분열비분리)\nTrisomy 21, mosaicism (mitotic nondisjunction)",KCD코드 : Q90.1,산정특례코드 : V159,지원구분 : 의료비(급여부분)
65dea1230dc299f160172168,1192,"21삼염색체증, 전위\nTrisomy 21, translocation",KCD코드 : Q90.2,산정특례코드 : V159,지원구분 : 의료비(급여부분)
65dea1250dc299f16017216a,1191,22번 염색체 장완의 결손 증후군\n22q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1280dc299f16017216c,1190,22번 염색체 장완의 중복 증후군\n22q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea12a0dc299f16017216e,1189,2번 염색체 단완 결손\n2p deletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea12c0dc299f160172170,1188,2번 염색체 단완의 결손 증후군\n2p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea12e0dc299f160172172,1187,2번 염색체 단완의 중복 증후군\n2p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1300dc299f160172174,1186,2번 염색체 장완 33-37 부분의 중복 증후군\n2q33-37 duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1320dc299f160172176,1185,2번 염색체 장완의 24 부분의 미세결손 증후군\n2q24 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1340dc299f160172178,1184,2번 염색체 장완의 31-33 부분의 미세결손\n2q31-q33 microdeletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1360dc299f16017217a,1183,2번 염색체 장완의 결손 증후군\n2q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1390dc299f16017217c,1182,2장완11 미세중복 증후군\n2q11 microduplication syndrome,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea13c0dc299f16017217e,1181,2장완37 미세결손 증후군\n2q37 microdeletion syndrome,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea13e0dc299f160172180,1180,3 장완29 미세결손 증후군\n3q29 microdeletion syndrome,KCD코드 : Q93.5,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1400dc299f160172182,1179,3M 증후군\n3M syndrome,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1420dc299f160172184,1178,3MC 증후군\n3MC syndrome (Malpuech-Michels-Mingarelli-Carnevale),KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1440dc299f160172186,1177,3번 염색체 단완의 결손\nDeletion of short arm of chromosome 3,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1460dc299f160172188,1176,3번 염색체 단완의 결손 증후군\n3p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1480dc299f16017218a,1175,3번 염색체 장완 26 부분의 중복\n3q26 duplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea14a0dc299f16017218c,1174,3번 염색체 장완의 13.31 부분의 미세 결손 증후군\n3q13.31 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea14c0dc299f16017218e,1173,3번 염색체 장완의 결손\nDeletion of long arm of chromosome 3,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1500dc299f160172190,1172,3번 염색체 장완의 결손 증후군\n3q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1520dc299f160172192,1171,3번 염색체 장완의 중복 증후군\n3q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1540dc299f160172194,1170,4 단완 염색체 부분 결손\nPartial deletion of the short arm of chromosome 4,KCD코드 : Q93.3,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1560dc299f160172196,1169,4번 염색체 단완의 중복 증후군\n4p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1580dc299f160172198,1168,4번 염색체 장완의 21 부분의 미세결손 증후군\n4q21 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea15a0dc299f16017219a,1167,4번 염색체 장완의 34 부분의 미세결손\n4q34 microdeletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea15c0dc299f16017219c,1166,4번 염색체 장완의 결손 증후군\n4q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea15e0dc299f16017219e,1165,5번 염색체 단완의 결손\nDeletion of short arm of chromosome 5,KCD코드 : Q93.4,산정특례코드 : V205,지원구분 : 의료비(급여부분)
65dea1600dc299f1601721a0,1164,5번 염색체 장완 14.3 부분의 미세결손 증후군\n5q14.3 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1620dc299f1601721a2,1163,5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족\nFamilial clubfoot due to 5q31 microdeletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1660dc299f1601721a4,1162,5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애\nPURA-related neurodevelopmental disorders due to 5q31.3 microdeletion,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1680dc299f1601721a6,1161,5번 염색체 장완 35 부분의 결손\n5q35 deletion,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea16a0dc299f1601721a8,1160,5번 염색체 장완의 결손 증후군\n5q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea16c0dc299f1601721aa,1159,5번 염색체 장완의 말단부 삼염색체증\nDistal 5q trisomy,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea16e0dc299f1601721ac,1158,5번 염색체 장완의 중복 증후군\n5q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1700dc299f1601721ae,1157,6번 염색체 단완의 결손 증후군\n6p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1720dc299f1601721b0,1156,6번 염색체 장완 26 부분의 미세결손 증후군\n6q26 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1740dc299f1601721b2,1155,6번 염색체 장완의 결손 증후군\n6q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1770dc299f1601721b4,1154,6번 염색체 장완의 중복 증후군\n6q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1790dc299f1601721b6,1153,7번 염색체 장완 36 부분의 미세결손 증후군\n7q36 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea17c0dc299f1601721b8,1152,7번 염색체 장완의 결손 증후군\n7q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea17e0dc299f1601721ba,1151,7번 염색체 장완의 중복 증후군\n7q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1800dc299f1601721bc,1150,7장완11.22 미세결손 증후군\n7q 11.22 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1820dc299f1601721be,1149,7장완11.23 미세중복 증후군\n7q11.23 microduplication syndrome,KCD코드 : Q92.3,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1840dc299f1601721c0,1148,7장완36 미세중복\n7q 36 microduplication,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1860dc299f1601721c2,1147,8단완단일염색체증\n8p monosomy,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1880dc299f1601721c4,1146,8번 삼염색체 섞임증\nMosaic trisomy 8,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea18b0dc299f1601721c6,1145,8번 염색체 단완의 11.2 부분의 미세결손 증후군\n8p11.2 deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea18d0dc299f1601721c8,1144,8번 염색체 단완의 결손 증후군\n8p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea18f0dc299f1601721ca,1143,8번 염색체 단완의 역중복-결실 증후군\n8p inverted duplication-deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1920dc299f1601721cc,1142,8번 염색체 단완의 중복 증후군\n8p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1940dc299f1601721ce,1141,8번 염색체 장완의 21.11 부분의 미세결손 증후군\n8q21.11 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1960dc299f1601721d0,1140,8번 염색체 장완의 22.1 부분의 미세 결손 증후군\n8q22.1 microdeletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1980dc299f1601721d2,1139,8번 염색체 장완의 중복 증후군\n8q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea19a0dc299f1601721d4,1138,9번 염색체 단완의 결손\nDeletion of short arm of chromosome 9,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea19c0dc299f1601721d6,1137,9번 염색체 단완의 결손 증후군\n9p deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea19f0dc299f1601721d8,1136,9번 염색체 단완의 사염색체증\ntetrasomy 9p,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1a10dc299f1601721da,1135,9번 염색체 단완의 중복\nDuplication of 9p,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1a30dc299f1601721dc,1134,9번 염색체 단완의 중복 증후군\n9p duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1a50dc299f1601721de,1133,9번 염색체 장완의 결손 증후군\n9q deletion syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1a80dc299f1601721e0,1132,9번 염색체 장완의 중복 증후군\n9q duplication syndrome,KCD코드 : 없음,산정특례코드 : V901,지원구분 : 의료비(급여부분)
65dea1aa0dc299f1601721e2,1131,ACOX1 관련 장애\nAcox1 related disorder,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1ac0dc299f1601721e4,1130,AC글로불린결핍\nAC globulin deficiency,KCD코드 : D68.2,산정특례코드 : V009,지원구분 : 의료비(급여부분)
65dea1ae0dc299f1601721e6,1129,ADCY5 관련 이상운동증\nADCY5-related dyskinesia,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1b10dc299f1601721e8,1128,ADNP 증후군(헬스무르텔-반데르아 증후군)\nADNP syndrome(Helsmoortel-VanDerAa Syndrome),KCD코드 : Q87.8,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1b30dc299f1601721ea,1127,ALS 결핍증\nAcid-Labile subunit deficiency (ALSD),KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1b50dc299f1601721ec,1126,"ARC 증후군\nArthrogryposis, renal tubular dysfunction, and cholestasis (ARC syndrome)",KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1b70dc299f1601721ee,1125,ATP1A3 관련 뇌병증\nATP1A3-related encephalopathy,KCD코드 : 없음,산정특례코드 : V900,지원구분 : 의료비(급여부분)
65dea1b90dc299f1601721f0,1124,A형혈우병\nHaemophilia A,KCD코드 : D66,산정특례코드 : V009,지원구분 : 의료비(급여부분)
65dea1bb0dc299f1601721f2,1123,B- 또는 T-세포에 대한 자가항체를 동반한 공통 가변성 면역결핍\nCommon variable immunodeficiency with autoantibodies to B-or T-cells,KCD코드 : D83.2,산정특례코드 : V111,지원구분 : 의료비(급여부분)
65dea1be0dc299f1601721f4,1122,B-세포 수 및 기능의 현저한 이상에 의한 공통 가변성 면역결핍\nCommon variable immunodeficiency with predominant abnormalities of B-cell numbers and function,KCD코드 : D83.0,산정특례코드 : V111,지원구분 : 의료비(급여부분)
