_id,news_title,news_url,news_when,news_topic
65e6be113cd41b25673981a9,올 젭바운드 등 블록버스터 유망,http://www.bosa.co.kr/news/articleView.html?idxno=2216337,02.13 12:00,제약
65e6be113cd41b25673981aa,"GC녹십자, 마성훈 R&D부문 RED본부장 영입",http://www.bosa.co.kr/news/articleView.html?idxno=2216489,02.13 10:17,제약산업
65e6be113cd41b25673981ab,"GC녹십자, 세계심포지엄서 LSD 치료제 개발 동향 발표",http://www.bosa.co.kr/news/articleView.html?idxno=2216474,02.13 09:06,제약산업
65e6be113cd41b25673981ac,"한독, 소비와 희귀질환 비즈니스 합작법인 설립",http://www.bosa.co.kr/news/articleView.html?idxno=2216475,02.13 09:06,제약산업
65e6be113cd41b25673981ad,[2024 다국적제약 우리 부서가 뛴다]한국로슈 신경과학 사업부,http://www.bosa.co.kr/news/articleView.html?idxno=2216048,02.13 06:00,제약산업
65e6be113cd41b25673981ae,"""한국로슈 신경과학사업부는 새로운 길을 걷는 부서입니다""",http://www.bosa.co.kr/news/articleView.html?idxno=2216083,02.13 06:00,제약산업
65e6be113cd41b25673981af,‘의료비 지원대상 희귀질환’ 1272개까지 확대,http://www.bosa.co.kr/news/articleView.html?idxno=2216430,02.12 12:00,질병청
65e6be113cd41b25673981b0,"한독, 성장 턴어라운드의 2024년 만든다",http://www.bosa.co.kr/news/articleView.html?idxno=2216176,02.07 06:00,제약산업
65e6be113cd41b25673981b1,"‘R&D성과’, 대형 제약 성장 갈랐다",http://www.bosa.co.kr/news/articleView.html?idxno=2216216,02.07 06:00,제약산업
65e6be113cd41b25673981b2,"닥터노아바이오텍, 美 뉴로덱스와 양해각서 체결",http://www.bosa.co.kr/news/articleView.html?idxno=2216221,02.07 06:00,바이오
65e6be113cd41b25673981b3,"치료 접근성 낮은 소아암, 특수성 반영한 법 개정 절실",http://www.bosa.co.kr/news/articleView.html?idxno=2216228,02.07 06:00,병원
65e6be113cd41b25673981b4,"한미약품, 재미 한인 과학자들과 글로벌 신약개발 협력 확대",http://www.bosa.co.kr/news/articleView.html?idxno=2216170,02.06 10:13,제약산업
65e6be113cd41b25673981b5,"한미약품, 작년 매출 1조 5천억‧영업익 2200억 달성",http://www.bosa.co.kr/news/articleView.html?idxno=2216045,02.04 21:06,제약산업
65e6be123cd41b25673981b6,"진단부터 어려운 ‘소아고형암’, 맞춤 치료 위한 플랫폼 구축",http://www.bosa.co.kr/news/articleView.html?idxno=2216023,02.03 06:00,병원
65e6be123cd41b25673981b7,"다케다, 美 프로타고니스트와 희귀질환약 제휴",http://www.bosa.co.kr/news/articleView.html?idxno=2215977,02.02 10:30,제약
65e6be123cd41b25673981b8,"아스텔라스, 美 연구기관과 전략적 제휴",http://www.bosa.co.kr/news/articleView.html?idxno=2215849,02.02 06:00,제약
65e6be123cd41b25673981b9,전남대어린이병원 난치병 환자 그림 구매·후원,http://www.bosa.co.kr/news/articleView.html?idxno=2215730,01.31 05:48,병원
65e6be123cd41b25673981ba,"작년 20대 제약 M&A, 암 관련 25% 차지",http://www.bosa.co.kr/news/articleView.html?idxno=2215593,01.30 12:00,제약
65e6be123cd41b25673981bb,"양산부산대병원, 질병청 권역 희귀질환 전문기관 지정",http://www.bosa.co.kr/news/articleView.html?idxno=2215668,01.30 11:45,병의원
65e6be123cd41b25673981bc,충남대학교병원 권역별 희귀질환 전문기관 선정,http://www.bosa.co.kr/news/articleView.html?idxno=2215651,01.30 11:23,병의원
65e6be153cd41b25673981bd,한미그룹 ‘OCI와 통합으로 네 마리 토끼 잡는다’,http://www.bosa.co.kr/news/articleView.html?idxno=2215592,01.29 12:45,제약산업
65e6be153cd41b25673981be,"대웅제약 ‘베르시포로신’, EMA 희귀의약품 지정 획득",http://www.bosa.co.kr/news/articleView.html?idxno=2215536,01.29 08:32,제약산업
65e6be153cd41b25673981bf,"한독 관계사 레졸루트, ‘RZ358’ 英 혁신 패스포트 받아",http://www.bosa.co.kr/news/articleView.html?idxno=2215426,01.25 15:55,제약산업
65e6be153cd41b25673981c0,"원주세브란스기독병원, 강원권 희귀질환 전문기관 지정",http://www.bosa.co.kr/news/articleView.html?idxno=2215381,01.25 09:53,병의원
65e6be153cd41b25673981c1,"인하대병원, 제1기 권역 희귀질환 전문기관 선정",http://www.bosa.co.kr/news/articleView.html?idxno=2215255,01.23 23:00,병의원
65e6be153cd41b25673981c2,제1기 권역별 '희귀질환 전문기관' 지정,http://www.bosa.co.kr/news/articleView.html?idxno=2215223,01.23 12:55,질병청
65e6be153cd41b25673981c3,"삼성바이오에피스, ‘에피스클리’ 국내 품목 허가",http://www.bosa.co.kr/news/articleView.html?idxno=2215088,01.22 09:58,바이오
65e6be153cd41b25673981c4,"""환자를 위해 없던 길도 만들어 나간다""",http://www.bosa.co.kr/news/articleView.html?idxno=2214757,01.22 06:00,제약산업
65e6be153cd41b25673981c5,"GC녹십자, 산필리포증후군 치료제 유럽 희귀의약품 지정",http://www.bosa.co.kr/news/articleView.html?idxno=2215022,01.19 10:42,제약산업
65e6be163cd41b25673981c6,‘급성골수성백혈병’ 새로운 치료 옵션 등장 치료 환경 개선 움직임,http://www.bosa.co.kr/news/articleView.html?idxno=2213559,01.15 12:00,기획연재
65e6be163cd41b25673981c7,[2024 다국적제약 우리 부서가 뛴다]사노피 희귀질환 사업부 마케팅팀,http://www.bosa.co.kr/news/articleView.html?idxno=2213994,01.15 06:00,제약산업
65e6be163cd41b25673981c8,"""희귀질환자 삶 새로운 전환점 맞을 수 있도록 노력""",http://www.bosa.co.kr/news/articleView.html?idxno=2214444,01.15 06:00,제약산업
65e6be163cd41b25673981c9,글로벌 제약사 1.4조 달러 M&A 자금 확보,http://www.bosa.co.kr/news/articleView.html?idxno=2214571,01.12 10:02,바이오
65e6be163cd41b25673981ca,"비대면진료, 제도화전 무한 확장..“안타까운 심정”",http://www.bosa.co.kr/news/articleView.html?idxno=2214411,01.11 06:00,국회
65e6be163cd41b25673981cb,"단국대병원, ‘극희귀 및 상세불명 희귀질환 진단요양기관’ 선정",http://www.bosa.co.kr/news/articleView.html?idxno=2214300,01.09 11:20,병의원
65e6be163cd41b25673981cc,극희귀질환 등 산정특례 등록 가능한 진단요양기관 2개 추가 지정,http://www.bosa.co.kr/news/articleView.html?idxno=2214304,01.09 11:20,건보공단
65e6be163cd41b25673981cd,지난해 4분기 의약품 45품목 허가,http://www.bosa.co.kr/news/articleView.html?idxno=2214291,01.09 10:25,식약처
65e6be163cd41b25673981ce,"한국심초음파학회, ‘만나면 두근두근 – 비후성 심근증’ 캠페인 성료",http://www.bosa.co.kr/news/articleView.html?idxno=2214269,01.09 08:49,병의원
65e6be163cd41b25673981cf,제5기 상급종병 신규 진입 비결은 ‘중증도 관리’,http://www.bosa.co.kr/news/articleView.html?idxno=2214152,01.08 08:51,병원
65e6be163cd41b25673981d0,"LG화학, 희귀비만신약 4000억원 규모 기술수출",http://www.bosa.co.kr/news/articleView.html?idxno=2214130,01.05 12:38,제약산업
65e6be183cd41b25673981d1,"울토미리스주, 전신 중증 근무력증 적응증 추가",http://www.bosa.co.kr/news/articleView.html?idxno=2214103,01.05 10:50,다국적제약/의료기기
65e6be183cd41b25673981d2,경제성평가 생략 약제 기준 강화하는 연구결과 눈길,http://www.bosa.co.kr/news/articleView.html?idxno=2214064,01.05 05:55,심평원
65e6be183cd41b25673981d3,"자율형 분석심사, 참여 메리트 '밋밋'...현지조사 유예 등 필요",http://www.bosa.co.kr/news/articleView.html?idxno=2213968,01.04 06:00,심평원
65e6be183cd41b25673981d4,5기 상급종병 47곳서 분당서울대병원 1위 차지,http://www.bosa.co.kr/news/articleView.html?idxno=2213952,01.03 11:00,병원
65e6be183cd41b25673981d5,"강중구 심평원장, ""필수의료 지원 건보혁신센터 역할 높이겠다""",http://www.bosa.co.kr/news/articleView.html?idxno=2213863,01.02 15:13,심평원
65e6be193cd41b25673981d6,지영미 질병청장 “코로나 위기에서 신종감염병 대응 전환”,http://www.bosa.co.kr/news/articleView.html?idxno=2213834,01.02 11:27,질병청
65e6be193cd41b25673981d7,"디엑스앤브이엑스, 유전체 빅데이터 서비스 론칭",http://www.bosa.co.kr/news/articleView.html?idxno=2213786,01.02 09:03,의료기기·IT
65e6be193cd41b25673981d8,올해부터 달라지는 보건의료 분야 정책은?,http://www.bosa.co.kr/news/articleView.html?idxno=2213760,01.02 06:00,복지부
65e6be193cd41b25673981d9,"건보공단, 산정특례 질환 확대·중증 간질환 환자 등록기준 개선",http://www.bosa.co.kr/news/articleView.html?idxno=2213688,2023.12.29 14:53,건보공단
65e6be193cd41b25673981da,"원주세브란스기독병원 강윤구 교수, 2023 강원인술대상 의료인 부문 수상",http://www.bosa.co.kr/news/articleView.html?idxno=2213611,2023.12.28 15:37,병의원
65e6be193cd41b25673981db,‘희귀질환 통합 진단지원’ 지원대상 3배↑ · 소요시간 2배↓,http://www.bosa.co.kr/news/articleView.html?idxno=2213531,2023.12.28 12:00,질병청
65e6be193cd41b25673981dc,"3Q, CGT 및 RNA 치료제 3866개 개발",http://www.bosa.co.kr/news/articleView.html?idxno=2213347,2023.12.27 12:00,제약
65e6be193cd41b25673981dd,"다나베미쓰비시, 中 자회사 톈진다나베 매각",http://www.bosa.co.kr/news/articleView.html?idxno=2213191,2023.12.26 06:00,제약
65e6be193cd41b25673981de,"질병청, 2024년도 예산 1조 6303억 확정",http://www.bosa.co.kr/news/articleView.html?idxno=2213226,2023.12.22 11:59,질병청
65e6be193cd41b25673981df,"GC녹십자, 연말 이웃돕기 성금 2억원 기탁",http://www.bosa.co.kr/news/articleView.html?idxno=2213182,2023.12.22 10:00,제약·유통
65e6be193cd41b25673981e0,"JCR, 알렉시온과 핵산의약품 공동연구 제휴",http://www.bosa.co.kr/news/articleView.html?idxno=2213048,2023.12.22 06:00,제약
65e6be193cd41b25673981e1,만성질환 극복 위해 지자체-질병청 함께한다,http://www.bosa.co.kr/news/articleView.html?idxno=2213105,2023.12.21 14:31,질병청
65e6be193cd41b25673981e2,‘코셀루고’ 급여신설-‘타그리소’·‘렉라자’ 급여확대,http://www.bosa.co.kr/news/articleView.html?idxno=2212968,2023.12.20 18:52,복지부
65e6be193cd41b25673981e3,한국노바티스 ‘동행’ 기부 캠페인 진행,http://www.bosa.co.kr/news/articleView.html?idxno=2212944,2023.12.20 08:54,다국적제약/의료기기
65e6be193cd41b25673981e4,"젬백스, 진행성핵상마비 치료제 FDA 임상 2상 IND 신청",http://www.bosa.co.kr/news/articleView.html?idxno=2212852,2023.12.19 09:36,제약산업
65e6be1b3cd41b25673981e5,"한미약품, 올 한해 R&D성과 40건 발표 ‘열정 뜨거웠다’",http://www.bosa.co.kr/news/articleView.html?idxno=2212827,2023.12.18 20:52,제약산업
65e6be1b3cd41b25673981e6,비급여 신약과 건강보험제도 관계,http://www.bosa.co.kr/news/articleView.html?idxno=2212770,2023.12.18 12:21,기획연재
65e6be1b3cd41b25673981e7,"GC녹십자, 혈액제제 ‘알리그로’ 미국 FDA 품목허가 획득",http://www.bosa.co.kr/news/articleView.html?idxno=2212729,2023.12.18 08:13,제약산업
65e6be1b3cd41b25673981e8,"국내사, 글로벌 ADC 시장 경쟁력 키우려면",http://www.bosa.co.kr/news/articleView.html?idxno=2212532,2023.12.14 11:11,협회
65e6be1b3cd41b25673981e9,"서울성모병원 나도현 임상강사, 희귀질환 국제학술대회 ‘최우수 초록상’ 수상",http://www.bosa.co.kr/news/articleView.html?idxno=2212404,2023.12.13 12:18,동정
65e6be1b3cd41b25673981ea,"인하대병원, 2023년도 협력병원 초청 세미나 성료",http://www.bosa.co.kr/news/articleView.html?idxno=2212328,2023.12.12 21:25,병의원
65e6be1b3cd41b25673981eb,"신규지정 83개 희귀질환, 산정특례 대상 확대 적용",http://www.bosa.co.kr/news/articleView.html?idxno=2212248,2023.12.12 16:25,복지부
65e6be1c3cd41b25673981ec,희귀질환 약제 승인제도에 환자들 고통...정부 “개선 위해 노력중”,http://www.bosa.co.kr/news/articleView.html?idxno=2212189,2023.12.12 06:00,국회
65e6be1c3cd41b25673981ed,"한국다케다제약, 유전성 혈관부종 환자 채널 런칭",http://www.bosa.co.kr/news/articleView.html?idxno=2212207,2023.12.11 22:16,다국적제약/의료기기
65e6be1c3cd41b25673981ee,"고대안암병원, 대한신경과학회 추계학회서 대거 수상",http://www.bosa.co.kr/news/articleView.html?idxno=2211994,2023.12.08 11:28,병원
65e6be1c3cd41b25673981ef,CNS 치료제 투자·거래 회복세,http://www.bosa.co.kr/news/articleView.html?idxno=2211680,2023.12.06 12:00,제약
65e6be1c3cd41b25673981f0,한국아스트라제네카 비정형 용혈성 요독증후군 치료제 ‘솔리리스’,http://www.bosa.co.kr/news/articleView.html?idxno=2211608,2023.12.06 06:00,기획연재
65e6be1c3cd41b25673981f1,"원주세브란스기독병원, 소외계층 위한 김장 나눔 활동",http://www.bosa.co.kr/news/articleView.html?idxno=2211694,2023.12.05 15:31,병의원
65e6be1c3cd41b25673981f2,"인천성모병원, 어린이 환자 위한 예술교육 프로그램 진행",http://www.bosa.co.kr/news/articleView.html?idxno=2211628,2023.12.05 09:45,병의원
65e6be1c3cd41b25673981f3,"폼페병 신생아 선별검사 급여 확대, 소중한 생명과 희망을 지키는 길",http://www.bosa.co.kr/news/articleView.html?idxno=2211437,2023.12.04 06:00,기획연재
65e6be1c3cd41b25673981f4,"한국아스트라제네카, 전세환 신임 대표이사 사장 선임",http://www.bosa.co.kr/news/articleView.html?idxno=2211406,2023.12.01 09:21,제약산업
65e6be1c3cd41b25673981f5,"테진파마, 3개 희귀질환 치료제 라이선스 제휴",http://www.bosa.co.kr/news/articleView.html?idxno=2211293,2023.12.01 06:00,제약
65e6be1c3cd41b25673981f6,국가관리 희귀질환 83개 신규지정…총 1248개,http://www.bosa.co.kr/news/articleView.html?idxno=2211335,2023.11.30 12:00,질병청
65e6be1c3cd41b25673981f7,"GC녹십자, 화순에 mRNA 생산시설 구축",http://www.bosa.co.kr/news/articleView.html?idxno=2211299,2023.11.30 10:37,제약산업
65e6be1c3cd41b25673981f8,"화순전남대병원, 유미회와 희귀질환 환아·가족 지원",http://www.bosa.co.kr/news/articleView.html?idxno=2211226,2023.11.29 14:10,병의원
65e6be1f3cd41b25673981f9,"“의약품 수급불안정 해소, 민간 의존 곤란...상시관리기구 필요”",http://www.bosa.co.kr/news/articleView.html?idxno=2211223,2023.11.29 12:22,국회
65e6be1f3cd41b25673981fa,"충남대병원, 희귀질환 바로 알기 캠페인 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2211076,2023.11.28 11:43,병의원
65e6be1f3cd41b25673981fb,미 데스모이드 종양 치료제 첫 승인,http://www.bosa.co.kr/news/articleView.html?idxno=2211067,2023.11.28 09:57,제약
65e6be1f3cd41b25673981fc,‘천포창’ 만성 물집 국소 스테로이드 주사치료 유용,http://www.bosa.co.kr/news/articleView.html?idxno=2211049,2023.11.28 08:59,학회/학술
65e6be1f3cd41b25673981fd,SVF 적용 퇴행성 요추질환자 개선효과 확인 연구 복지부 승인,http://www.bosa.co.kr/news/articleView.html?idxno=2210853,2023.11.24 11:24,복지부
65e6be1f3cd41b25673981fe,"서울대병원, 중증 난청 환자 유전분석-수술 예후 예측",http://www.bosa.co.kr/news/articleView.html?idxno=2210780,2023.11.23 15:16,학회/학술
65e6be1f3cd41b25673981ff,"애스톤사이언스-아보젠, 후보물질 독점 연구협력·라이선스 계약",http://www.bosa.co.kr/news/articleView.html?idxno=2210757,2023.11.23 11:22,바이오
65e6be1f3cd41b2567398200,국내 혁신신약 개발의 요람 ‘한미약품R&D센터’ 대대적 개편,http://www.bosa.co.kr/news/articleView.html?idxno=2210459,2023.11.21 06:17,제약산업
65e6be1f3cd41b2567398201,"조기 진단 중요한 파브리병 ""의료진 관심·노력 필요""",http://www.bosa.co.kr/news/articleView.html?idxno=2210333,2023.11.21 06:00,제약산업
65e6be1f3cd41b2567398202,전북대어린이병원ㆍ희귀질환거점센터 합동 심포지엄 개최,http://www.bosa.co.kr/news/articleView.html?idxno=2210216,2023.11.16 17:27,병의원
65e6be1f3cd41b2567398203,[다시봐 藥]사노피 파브리병 치료제 파브라자임 ②,http://www.bosa.co.kr/news/articleView.html?idxno=2209938,2023.11.15 06:00,제약산업
65e6be1f3cd41b2567398204,"심평원 대전지원, 충남권역 희귀질환센터 충남대병원에 도서 기증",http://www.bosa.co.kr/news/articleView.html?idxno=2209951,2023.11.14 11:10,의약정책
65e6be1f3cd41b2567398205,"서울대병원, 기관절개관 환아-보호자 위한 공개강좌 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2209923,2023.11.14 10:02,병의원
65e6be1f3cd41b2567398206,"NECA, 제2차 '제한적 의료기술' 신청 접수 재공고",http://www.bosa.co.kr/news/articleView.html?idxno=2209686,2023.11.10 09:56,기타기관
65e6be1f3cd41b2567398207,"GC지놈, 태국에 건강검진 유전자 검사 서비스 수출",http://www.bosa.co.kr/news/articleView.html?idxno=2209684,2023.11.10 09:56,제약산업
65e6be1f3cd41b2567398208,“국내 첨단재생의료 육성 일본과 협력 필요하다”,http://www.bosa.co.kr/news/articleView.html?idxno=2209537,2023.11.09 08:00,바이오
65e6be1f3cd41b2567398209,유전자편집 기술 적용 치료제 FDA 첫 승인 전망,http://www.bosa.co.kr/news/articleView.html?idxno=2209530,2023.11.09 06:00,바이오
65e6be1f3cd41b256739820a,故 이건희 소아암 지원 3000억 기부 “희망의 씨앗 뿌려”,http://www.bosa.co.kr/news/articleView.html?idxno=2209514,2023.11.08 16:16,병원
65e6be203cd41b256739820b,"한독, 제2회 라라랜드 심포지엄 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2209357,2023.11.07 10:22,제약산업
65e6be203cd41b256739820c,한국로슈 재발성·불응성 소포성 림프종 치료제 ‘룬수미오’ 국내 허가,http://www.bosa.co.kr/news/articleView.html?idxno=2209242,2023.11.06 09:57,다국적제약/의료기기
65e6be2a3cd41b256739820d,"고대구로병원, ‘정밀 유전체 임상의학센터’ 개소식 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2209220,2023.11.06 09:35,병의원
65e6be2b3cd41b256739820e,소아암·희귀질환 가족 위한 미리 크리스마스 이벤트 실시,http://www.bosa.co.kr/news/articleView.html?idxno=2209074,2023.11.02 17:22,병의원
65e6be2b3cd41b256739820f,AZ 세포·유전자 치료제 개발사 투자·제휴,http://www.bosa.co.kr/news/articleView.html?idxno=2209030,2023.11.02 10:23,제약
65e6be2b3cd41b2567398210,"서울대병원, 중증소아 돌봄 ‘넥슨어린이통합케어센터’ 개소",http://www.bosa.co.kr/news/articleView.html?idxno=2208931,2023.11.01 15:00,병원
65e6be2b3cd41b2567398211,"한국화이자제약, 소아 성장부전 치료 지견 공유",http://www.bosa.co.kr/news/articleView.html?idxno=2208888,2023.11.01 09:58,다국적제약/의료기기
65e6be2b3cd41b2567398212,"일루미나, 창립 25주년 “유전체 시퀀싱 접근성 향상”",http://www.bosa.co.kr/news/articleView.html?idxno=2208879,2023.11.01 09:43,의료기기·IT
65e6be2b3cd41b2567398213,다국적제약사 작년 국내 임상연구에 총 8178억원 투자,http://www.bosa.co.kr/news/articleView.html?idxno=2208858,2023.10.31 22:25,제약산업
65e6be2b3cd41b2567398214,"강남세브란스병원, ‘2023 정밀의료센터 심포지엄’ 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2208781,2023.10.31 11:07,병의원
65e6be2b3cd41b2567398215,"국감 ‘비대면진료‧품절약’ 화두…약사회, “실질적인 결실 기대”",http://www.bosa.co.kr/news/articleView.html?idxno=2208721,2023.10.31 06:00,약사·약국
65e6be2b3cd41b2567398216,희귀질환자 본인부담상한 초과액 국가‧지자체 부담 법안 추진,http://www.bosa.co.kr/news/articleView.html?idxno=2208725,2023.10.30 21:29,국회
65e6be2b3cd41b2567398217,"인하대병원, 다음달 3일 희귀질환 심포지엄 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2208697,2023.10.30 14:51,병의원
65e6be2b3cd41b2567398218,"정부, 부처별 mRNA 백신 연구 연계·협력 강화 나서",http://www.bosa.co.kr/news/articleView.html?idxno=2208672,2023.10.30 12:03,복지부
65e6be2b3cd41b2567398219,한국아스텔라스제약 급성골수성백혈병 치료제 조스파타 ③,http://www.bosa.co.kr/news/articleView.html?idxno=2208379,2023.10.30 06:00,기획연재
65e6be2b3cd41b256739821a,"“aHUS서 솔리리스 낮은 사전승인율, 의료기관 이해부족 때문”",http://www.bosa.co.kr/news/articleView.html?idxno=2208558,2023.10.27 16:03,심평원
65e6be2b3cd41b256739821b,실패가 용인되는 R&D ‘한국형 ARPA-H’ 추진…백신·희귀질환 등,http://www.bosa.co.kr/news/articleView.html?idxno=2208556,2023.10.27 15:12,복지부
65e6be2b3cd41b256739821c,"국회, 유방암 치료제 엔허투 급여 촉구...심평원 “신속 검토”",http://www.bosa.co.kr/news/articleView.html?idxno=2208552,2023.10.27 15:04,심평원
65e6be2b3cd41b256739821d,차바이오그룹 'Global Forum on Future Medicine 2023' 성료,http://www.bosa.co.kr/news/articleView.html?idxno=2208537,2023.10.27 11:44,제약산업
65e6be2b3cd41b256739821e,"삼성바이오에피스, 2년 연속 ‘아태 지역 올해의 기업’ 선정",http://www.bosa.co.kr/news/articleView.html?idxno=2208498,2023.10.27 09:32,바이오
65e6be2b3cd41b256739821f,"내분비학회, 전임의 지원 기피에 고민...홍보·지원 ‘미래위원회’ 출범",http://www.bosa.co.kr/news/articleView.html?idxno=2208463,2023.10.27 06:00,학회/학술
65e6be2b3cd41b2567398220,"[종합] 21대 국회 마지막 국정감사, 의대정원으로 시작과 끝 장식",http://www.bosa.co.kr/news/articleView.html?idxno=2208389,2023.10.26 06:35,국회
65e6be2d3cd41b2567398221,"질병관리청, 원주세브란스기독병원 희귀질환센터 방문 간담회 개최",http://www.bosa.co.kr/news/articleView.html?idxno=2208355,2023.10.25 15:20,병의원
65e6be2d3cd41b2567398222,"서울대병원 김한석 교수, 소아청소년과학회 차기 이사장 선출",http://www.bosa.co.kr/news/articleView.html?idxno=2208319,2023.10.25 11:49,동정
65e6be2d3cd41b2567398223,"한국쿄와기린, 임직원 대상 ‘XLH 바로 알기 캠페인’",http://www.bosa.co.kr/news/articleView.html?idxno=2208309,2023.10.25 10:59,제약산업
65e6be2d3cd41b2567398224,"서울대병원, ‘미래의료 견인 국가중앙병원 역할’ 다짐",http://www.bosa.co.kr/news/articleView.html?idxno=2208208,2023.10.24 11:55,국회
65e6be2d3cd41b2567398225,"한미약품, 세계 최대 의약품 전시회 ‘CPHI 2023’ 참가",http://www.bosa.co.kr/news/articleView.html?idxno=2208100,2023.10.23 11:51,제약산업
65e6be2e3cd41b2567398226,"최종균 질병청 차장, 희귀질환 거점센터 방문",http://www.bosa.co.kr/news/articleView.html?idxno=2207958,2023.10.20 09:40,질병청
65e6be2e3cd41b2567398227,"한양대구리병원, 신한카드 ‘아름인 드림박스’ 후원물품 받아",http://www.bosa.co.kr/news/articleView.html?idxno=2207957,2023.10.20 09:39,병의원
65e6be2e3cd41b2567398228,"씨엔알리서치, 카카오헬스케어와 MOU 체결",http://www.bosa.co.kr/news/articleView.html?idxno=2207806,2023.10.19 09:00,의료기기·IT
65e6be2e3cd41b2567398229,KLPGA 선수들 전북대병원 소아 환우에 따뜻한 기부,http://www.bosa.co.kr/news/articleView.html?idxno=2207797,2023.10.19 07:41,병의원
65e6be2e3cd41b256739822a,"공단·심평원 국감, 치료·약제 다각적 ‘급여 확대’ 목소리",http://www.bosa.co.kr/news/articleView.html?idxno=2207791,2023.10.19 06:00,국회
65e6be2e3cd41b256739822b,"심평원장 ""치료효과 적은 초고가약, 제약사 환급부담 높여야""",http://www.bosa.co.kr/news/articleView.html?idxno=2207770,2023.10.18 17:57,국회
65e6be2e3cd41b256739822c,"레졸루트, ‘RZ358’ 유럽의약청 우선허가심사 자격 획득",http://www.bosa.co.kr/news/articleView.html?idxno=2207722,2023.10.18 11:41,제약산업
